TEST_ID	DATETIME_UTC	START_DATETIME_UTC	TEST_TYPE	APP_PLATFORM	APP_VERSION	ENGINE_VERSION	DEVICE_UUID	DEVICE_ALIAS	DEVICE	DEVICE_HWBRAND	DEVICE_HWMODEL	DEVICE_HACKED	DEVICE_BOARD_BRAND	DEVICE_BOARD_MODEL	DEVICE_CPU_BRAND	DEVICE_CPU_MODEL	DEVICE_CPU_ARCH	DEVICE_CPU_FREQUENCY	DEVICE_CPU_CORES	DEVICE_CPU_AES_SUPPORT	DEVICE_RAM	OS_NAME	OS_VERSION	OS_LOCALE	OS_KERNEL_TYPE	OS_KERNEL_VERSION	IP_VERSION	IPV4	IPV6	ISP	MOBILE_ISP	NET_TYPE	NET_TECHNO	NET_COMMENT	NET_NAME	NET_BEST_DOWNLINK_SPEED	NET_BEST_UPLINK_SPEED	MOBILE_SIM_MCC	MOBILE_SIM_MNC	MOBILE_SIM_OP	MOBILE_APN	RA_START_MODE	RA_START_CELL_GEN	RA_START_NET_MCC	RA_START_NET_MNC	RA_START_CELL_ID	RA_START_BASE_STATION_ID	RA_START_NETWORK_ID	RA_START_SYSTEM_ID	RA_START_LAC	RA_START_TAC	RA_START_PSC	RA_START_PCI	RA_START_CID	RA_START_RNC	RA_START_ENB	RA_START_ARFCN	RA_START_BANDWIDTH	RA_START_RSSI	RA_START_RSCP	RA_START_RSRP	RA_START_RSRQ	RA_START_RSSNR	RA_START_CQI	RA_START_ASU	RA_START_ECIO	RA_START_BER	RA_START_SNR	RA_START_CSI_RSRP	RA_START_CSI_RSRQ	RA_START_CSI_SINR	RA_START_SS_RSRP	RA_START_SS_RSRQ	RA_START_SS_SINR	RA_START_LEVEL	RA_START_TIMING_ADVANCE	RA_START_CARRIERS	RA_BEST_MODE	RA_BEST_CELL_GEN	RA_BEST_NET_MCC	RA_BEST_NET_MNC	RA_BEST_CELL_ID	RA_BEST_BASE_STATION_ID	RA_BEST_NETWORK_ID	RA_BEST_SYSTEM_ID	RA_BEST_LAC	RA_BEST_TAC	RA_BEST_PSC	RA_BEST_PCI	RA_BEST_CID	RA_BEST_RNC	RA_BEST_ENB	RA_BEST_ARFCN	RA_BEST_BANDWIDTH	RA_BEST_RSSI	RA_BEST_RSCP	RA_BEST_RSRP	RA_BEST_RSRQ	RA_BEST_RSSNR	RA_BEST_CQI	RA_BEST_ASU	RA_BEST_ECIO	RA_BEST_BER	RA_BEST_SNR	RA_BEST_CSI_RSRP	RA_BEST_CSI_RSRQ	RA_BEST_CSI_SINR	RA_BEST_SS_RSRP	RA_BEST_SS_RSRQ	RA_BEST_SS_SINR	RA_BEST_LEVEL	RA_BEST_TIMING_ADVANCE	RA_BEST_CARRIERS	RA_END_MODE	RA_END_CELL_GEN	RA_END_NET_MCC	RA_END_NET_MNC	RA_END_CELL_ID	RA_END_BASE_STATION_ID	RA_END_NETWORK_ID	RA_END_SYSTEM_ID	RA_END_LAC	RA_END_TAC	RA_END_PSC	RA_END_PCI	RA_END_CID	RA_END_RNC	RA_END_ENB	RA_END_ARFCN	RA_END_BANDWIDTH	RA_END_RSSI	RA_END_RSCP	RA_END_RSRP	RA_END_RSRQ	RA_END_RSSNR	RA_END_CQI	RA_END_ASU	RA_END_ECIO	RA_END_BER	RA_END_SNR	RA_END_CSI_RSRP	RA_END_CSI_RSRQ	RA_END_CSI_SINR	RA_END_SS_RSRP	RA_END_SS_RSRQ	RA_END_SS_SINR	RA_END_LEVEL	RA_END_TIMING_ADVANCE	RA_END_CARRIERS	WIFI_BSSID	WIFI_FREQUENCY	WIFI_SPOT	LOCATION_START_TYPE	LOCATION_START_FAKE	LOCATION_START_ACCURACY	LOCATION_START_LAT	LOCATION_START_LNG	LOCATION_START_ALTITUDE	LOCATION_START_ALTITUDE_ACCURACY	LOCATION_START_COUNTRY	LOCATION_START_AAL1	LOCATION_START_AAL2	LOCATION_START_LOCALITY	LOCATION_START_FULL_ADDRESS	LOCATION_END_TYPE	LOCATION_END_FAKE	LOCATION_END_ACCURACY	LOCATION_END_LAT	LOCATION_END_LNG	LOCATION_END_ALTITUDE	LOCATION_END_ALTITUDE_ACCURACY	LOCATION_END_COUNTRY	LOCATION_END_AAL1	LOCATION_END_AAL2	LOCATION_END_LOCALITY	LOCATION_END_FULL_ADDRESS	ENV_START_BATTERY_LEVEL	ENV_START_BATTERY_CHARGING	ENV_END_BATTERY_LEVEL	ENV_END_BATTERY_CHARGING	SPEED_STATUS	SPEED_SERVER_POOL_ID	SPEED_SERVER_POOL_TYPE	SPEED_SERVER_POOL_NAME	SPEED_SERVER_POOL_COUNTRY	SPEED_SERVER_POOL_LOCALITY	SPEED_SERVER_POOL_AUTOSELECT	SPEED_DOWNLOAD_AVG_EXCL_SLOWSTART	SPEED_DOWNLOAD_AVG_INC_SLOWSTART	SPEED_DOWNLOAD_PEAK	SPEED_DOWNLOAD_DURATION	SPEED_DOWNLOAD_CONNECTIONS	SPEED_DOWNLOAD_SLOWSTART_DURATION	SPEED_DOWNLOAD_CONNECTION_TIME	SPEED_DOWNLOAD_TLS_HANDSHAKE_TIME	SPEED_DOWNLOAD_PACKETLOSS	SPEED_DOWNLOAD_LOADED_LATENCY	SPEED_DOWNLOAD_LOADED_JITTER	SPEED_DOWNLOAD_BYTES_TRANSFERRED	SPEED_UPLOAD_AVG_EXCL_SLOWSTART	SPEED_UPLOAD_AVG_INC_SLOWSTART	SPEED_UPLOAD_PEAK	SPEED_UPLOAD_DURATION	SPEED_UPLOAD_CONNECTIONS	SPEED_UPLOAD_SLOWSTART_DURATION	SPEED_UPLOAD_CONNECTION_TIME	SPEED_UPLOAD_TLS_HANDSHAKE_TIME	SPEED_UPLOAD_LOADED_LATENCY	SPEED_UPLOAD_LOADED_JITTER	SPEED_UPLOAD_BYTES_TRANSFERRED	SPEED_LATENCY_AVG	SPEED_LATENCY_MIN	SPEED_LATENCY_JITTER	SPEED_LATENCY_SAMPLES	SPEED_PROTOCOL	SPEED_SOURCE_PORT_RANGE_MIN	SPEED_SOURCE_PORT_RANGE_MAX	FILE_SIZE	FILE_TYPE	FILE_URL	BROWSE_STATUS	BROWSE_PR	BROWSE_URL	BROWSE_URL_STATUS	BROWSE_URL_LOADING_TIME	BROWSE_URL_FCP	BROWSE_URL_WEIGHT	BROWSE_URL_PR	BROWSE_URL_INDEX	STREAM_QUALITY	STREAM_STATUS	STREAM_PR	STREAM_QUALITY_STATUS	STREAM_QUALITY_TOTAL_TIME	STREAM_QUALITY_PRELOADING_TIME	STREAM_QUALITY_REBUFFERING_TIME	STREAM_QUALITY_WEIGHT	STREAM_QUALITY_PR	STREAM_CODE	BYTES_TRANSFERRED	FLEET_CODE	FLEET_NAME	SCENARIO_ID	SCENARIO_NAME	SCHEDULING_NAME	EXTRA_SCRIPT	EXTRA_VALUE	WIFI_START_RSSI	WIFI_BEST_RSSI	WIFI_END_RSSI	SCHEDULED	MOBILE_MSISDN	SPEED_LATENCY_MEDIAN	SCENARIO_RUN_ID	DEVICE_ID	ISP_ID	MOBILE_ISP_ID	FORM_NAME
3519081640996633	"2024-06-13 17:59:42"	"2024-06-13 17:59:33"	speedDownload	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	3003137					10112		18	1		11731	1600		-65		-58	-12	18	12											4	1	1|7001|4|lte|;;1600;18;;|;;;;;	lteca	4	226	10	3003137					10112		18	1		11731	1600		-63		-66	-14	13	11	74										4	1		lteca	4	226	10	3003137					10112		18	1		11731	1600		-73		-72	-15	8	13	68										4	1					gps	0	3	44.42415	26.1228	113		ro			Bucharest	"Bl. M106, Aleea Poet Emil Botta, Centrul Civic, Sector 3, Bucharest, 031141, Romania"	gps	0	3	44.42413	26.12261	112		ro			Bucharest	"Bl. M106, Aleea Poet Emil Botta, Centrul Civic, Sector 3, Bucharest, 031141, Romania"	89		89		OK	5545	ps	"RO DataPacket 10G - Bucharest"	ro	Bucharest	1	63067	63067	68228	5025	8	0	19		0	84.569	3.269	39614192	0	0	0	0	0	0	0					0	0	0	0	http	54380	54446																							39614192	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	e045d6dd-51c5-50a9-9fbd-1b34df9cf317	9304	171614	171614	
3519081640736299	"2024-06-13 17:59:42"	"2024-06-13 17:59:34"	speedDownload	android	1.11.0	3.15.0	aa245ce7-d298-32f1-88c1-2a16ef8cb97e	"Emil Vodafone"	"Samsung Galaxy S20 FE 5G"	samsung	SM-G781B	0			"Qualcomm Technologies, Inc KONA"	"ARM 0xd0d"	aarch64	0	8	0	5901627392	android	13	ro	Linux		4	213.233.108.217		"Vodafone Mobile RO"	"Vodafone Mobile RO"	mobile	Mobile	"Cellular network"	Vodafone			226	1	Vodafone		lte	4	226	1	240765697					23224		309	1		940491	1400		-51		-72	-12	0		61										4	1	1|7000|4|lte|;;1400;309;;|;;;;;	lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-76	-13	0		61										4	1		lteca	4	226	1	234268418					23224		325	2		915111	1400		-51		-79	-14	0		59										4	1					gps	0	4	44.42419	26.12274	117.87017822266		ro			Bucharest	"Bl. M106, Aleea Poet Emil Botta, Centrul Civic, Sector 3, Bucharest, 031141, Romania"	gps	0	5	44.42417	26.12254	117.53259277344		ro			Bucharest	"Bl. M106, Aleea Poet Emil Botta, Centrul Civic, Sector 3, Bucharest, 031141, Romania"	50	1	50	1	OK	2773	ips	"MD Orange 10G - Chisinau"	md	Chișinau	1	7654	7654	11619	5015	8	0	129					4798460	0	0	0	0	0	0	0					0	0	0	0	http																									4798460	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	8b899f18-810b-58d4-a839-90d3b6dc1d31	8372	171617	171617	
3519081621710465	"2024-06-13 17:59:33"	"2024-06-13 17:59:02"	streaming	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	3003137					10112		18	1		11731	1600		-71		-71	-10	16	12	63										4	1	1|7001|4|lte|;;1600;18;;|;;;;;	lteca	4	226	10	3003137					10112		18	1		11731	1600		-57		-59	-13	10	12	73										4	1		lteca	4	226	10	3003137					10112		18	1		11731	1600		-59		-56	-14	11	12											4	1					gps	0	3	44.4244	26.12335	110		ro			Bucharest	"Bl. J5, Strada Lucian Blaga, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	gps	0	3	44.42415	26.12284	113		ro			Bucharest	"Bl. M106, Aleea Poet Emil Botta, Centrul Civic, Sector 3, Bucharest, 031141, Romania"	89		89																																																			360	OK	88.15	OK	11314	1279	0	524914	88.68	72etp8S3ojQ	1841580	KCXNT9	"Ancom 1"	14574	"Demo "							0			581bc179-5f69-5fc8-badf-3a2b9440b13c	9304	171614	171614	
3519081621710465	"2024-06-13 17:59:33"	"2024-06-13 17:59:02"	streaming	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	3003137					10112		18	1		11731	1600		-71		-71	-10	16	12	63										4	1	1|7001|4|lte|;;1600;18;;|;;;;;	lteca	4	226	10	3003137					10112		18	1		11731	1600		-57		-59	-13	10	12	73										4	1		lteca	4	226	10	3003137					10112		18	1		11731	1600		-59		-56	-14	11	12											4	1					gps	0	3	44.4244	26.12335	110		ro			Bucharest	"Bl. J5, Strada Lucian Blaga, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	gps	0	3	44.42415	26.12284	113		ro			Bucharest	"Bl. M106, Aleea Poet Emil Botta, Centrul Civic, Sector 3, Bucharest, 031141, Romania"	89		89																																																			720	OK	88.15	OK	11528	1430	0	1316666	87.62	72etp8S3ojQ	1841580	KCXNT9	"Ancom 1"	14574	"Demo "							0			581bc179-5f69-5fc8-badf-3a2b9440b13c	9304	171614	171614	
3519081621583908	"2024-06-13 17:59:33"	"2024-06-13 17:59:01"	streaming	android	1.11.0	3.15.0	aa245ce7-d298-32f1-88c1-2a16ef8cb97e	"Emil Vodafone"	"Samsung Galaxy S20 FE 5G"	samsung	SM-G781B	0			"Qualcomm Technologies, Inc KONA"	"ARM 0xd0d"	aarch64	0	8	0	5901627392	android	13	ro	Linux		4	213.233.108.217		"Vodafone Mobile RO"	"Vodafone Mobile RO"	mobile	Mobile	"Cellular network"	Vodafone			226	1	Vodafone		lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-77	-12	0		58										4	1	1|7000|4|lte|;;1400;309;;|;;;;;	lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-77	-12	0		58										4	1		lte	4	226	1	240765697					23224		309	1		940491	1400		-51		-72	-12	0		61										4	1					gps	0	4	44.42442	26.12337	125.19732666016		ro			Bucharest	"Bl. J5, Strada Lucian Blaga, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	gps	0	4	44.42419	26.12279	117.97265625		ro			Bucharest	"Bl. M106, Aleea Poet Emil Botta, Centrul Civic, Sector 3, Bucharest, 031141, Romania"	50	1	50	1																																																		360	OK	87.6	OK	11653	1547	0	524516	86.72	72etp8S3ojQ	1845568	KCXNT9	"Ancom 1"	14574	"Demo "							0			36ea4780-1d82-5bb3-a4f4-51ea599fdc1f	8372	171617	171617	
3519081621583908	"2024-06-13 17:59:33"	"2024-06-13 17:59:01"	streaming	android	1.11.0	3.15.0	aa245ce7-d298-32f1-88c1-2a16ef8cb97e	"Emil Vodafone"	"Samsung Galaxy S20 FE 5G"	samsung	SM-G781B	0			"Qualcomm Technologies, Inc KONA"	"ARM 0xd0d"	aarch64	0	8	0	5901627392	android	13	ro	Linux		4	213.233.108.217		"Vodafone Mobile RO"	"Vodafone Mobile RO"	mobile	Mobile	"Cellular network"	Vodafone			226	1	Vodafone		lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-77	-12	0		58										4	1	1|7000|4|lte|;;1400;309;;|;;;;;	lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-77	-12	0		58										4	1		lte	4	226	1	240765697					23224		309	1		940491	1400		-51		-72	-12	0		61										4	1					gps	0	4	44.42442	26.12337	125.19732666016		ro			Bucharest	"Bl. J5, Strada Lucian Blaga, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	gps	0	4	44.42419	26.12279	117.97265625		ro			Bucharest	"Bl. M106, Aleea Poet Emil Botta, Centrul Civic, Sector 3, Bucharest, 031141, Romania"	50	1	50	1																																																		720	OK	87.6	OK	11368	1303	0	1321052	88.48	72etp8S3ojQ	1845568	KCXNT9	"Ancom 1"	14574	"Demo "							0			36ea4780-1d82-5bb3-a4f4-51ea599fdc1f	8372	171617	171617	
3519081557998634	"2024-06-13 17:59:01"	"2024-06-13 17:58:56"	browse	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	3003137					10112		18	1		11731	1600		-67		-67	-9	18	12	58										4	1	1|7001|4|lte|;;1600;18;;|;;;;;	lteca	4	226	10	3003137					10112		18	1		11731	1600		-65		-67	-10	6	12											4	1		lteca	4	226	10	3003137					10112		18	1		11731	1600		-69		-65	-8	15	14	63										4	1					gps	0	3	44.42413	26.12335	111		ro			Bucharest	"101, Calea Dudești, Centrul Civic, Sector 3, Bucharest, 030825, Romania"	gps	0	3	44.42432	26.12336	110		ro			Bucharest	"Bl. J5, Strada Lucian Blaga, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	89		89																																										OK	89.28	https://www.ancom.ro/en/	OK	1072	798	1899946	89.28												1899946	KCXNT9	"Ancom 1"	14574	"Demo "							0			581bc179-5f69-5fc8-badf-3a2b9440b13c	9304	171614	171614	
3519081556421174	"2024-06-13 17:59:01"	"2024-06-13 17:58:53"	browse	android	1.11.0	3.15.0	aa245ce7-d298-32f1-88c1-2a16ef8cb97e	"Emil Vodafone"	"Samsung Galaxy S20 FE 5G"	samsung	SM-G781B	0			"Qualcomm Technologies, Inc KONA"	"ARM 0xd0d"	aarch64	0	8	0	5901627392	android	13	ro	Linux		4	213.233.108.217		"Vodafone Mobile RO"	"Vodafone Mobile RO"	mobile	Mobile	"Cellular network"	Vodafone			226	1	Vodafone		lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-78	-13	0		58										4	1	1|7000|4|lte|;;1400;309;;|;;;;;	lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-78	-13	0		58										4	1		lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-79	-12	0		56										4	1					gps	0	11	44.42409	26.12339	125.81823730469		ro			Bucharest	"101, Calea Dudești, Centrul Civic, Sector 3, Bucharest, 030825, Romania"	gps	0	4	44.42433	26.12337	125.46429443359		ro			Bucharest	"Bl. J5, Strada Lucian Blaga, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	50	1	50	1																																									OK	60.75	https://www.ancom.ro/en/	OK	3925	1937	1981195	60.75												1981195	KCXNT9	"Ancom 1"	14574	"Demo "							0			36ea4780-1d82-5bb3-a4f4-51ea599fdc1f	8372	171617	171617	
3519081546184731	"2024-06-13 17:58:56"	"2024-06-13 17:58:43"	speedLatency	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	3003137					10112		18	1		11731	1600		-75		-75	-15	6	11	64										4	1	1|7001|4|lte|;;1600;18;;|;;;;;	lteca	4	226	10	2849538					10112		40	2		11131	1600		-61		-69	-17	-6	4	71										4	2		lteca	4	226	10	3003137					10112		18	1		11731	1600		-71		-68	-9	15	6											4	1					gps	0	5	44.42369	26.12341	110		ro			Bucharest	"3, Calea Vitan, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	network	0	76	44.42374	26.12264	112.40000152588		ro			Bucharest	"Bl. V53C, 26, Bulevardul Octavian Goga, Centrul Civic, Sector 3, Bucharest, 031041, Romania"	89		89		OK	5545	ps	"RO DataPacket 10G - Bucharest"	ro	Bucharest	1	0	0	0	0	0	0	0						0	0	0	0	0	0	0					22	17	11	10	http																									0	KCXNT9	"Ancom 1"	14574	"Demo "							0		22	581bc179-5f69-5fc8-badf-3a2b9440b13c	9304	171614	171614	
3519081538510368	"2024-06-13 17:58:52"	"2024-06-13 17:58:39"	speedLatency	android	1.11.0	3.15.0	aa245ce7-d298-32f1-88c1-2a16ef8cb97e	"Emil Vodafone"	"Samsung Galaxy S20 FE 5G"	samsung	SM-G781B	0			"Qualcomm Technologies, Inc KONA"	"ARM 0xd0d"	aarch64	0	8	0	5901627392	android	13	ro	Linux		4	213.233.108.217		"Vodafone Mobile RO"	"Vodafone Mobile RO"	mobile	Mobile	"Cellular network"	Vodafone			226	1	Vodafone		lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-79	-12	0		58										4	1	1|7000|4|lte|;;1400;309;;|;;;;;	lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-79	-12	0		58										4	1		lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-76	-12	0		61										4	1					gps	0	5	44.42384	26.12341	126.81298828125		ro			Bucharest	"3, Calea Vitan, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	gps	0	11	44.42403	26.1234	125.96209716797		ro			Bucharest	"Oficiul Poștal 4, 94, Calea Dudești, Centrul Civic, Sector 3, Bucharest, 031087, Romania"	50	1	50	1	OK	2773	ips	"MD Orange 10G - Chisinau"	md	Chișinau	1	0	0	0	0	0	0	0						0	0	0	0	0	0	0					61	48	23	10	http																									0	KCXNT9	"Ancom 1"	14574	"Demo "							0		49	36ea4780-1d82-5bb3-a4f4-51ea599fdc1f	8372	171617	171617	
3519081520133015	"2024-06-13 17:58:43"	"2024-06-13 17:58:34"	speedUpload	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	3003137					10112		18	1		11731	1600		-73		-74	-13	9	10	63										4	1	1|7001|4|lte|;;1600;18;;|;;;;;	lteca	4	226	10	3003137					10112		18	1		11731	1600		-73		-74	-13	9	10	63										4	1		lteca	4	226	10	3003137					10112		18	1		11731	1600		-75		-75	-15	6	11	64										4	1					network	0	70	44.42376	26.12304	112.70000457764		ro			Bucharest	"Piața Vitan, Calea Vitan, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	gps	0	5	44.42369	26.12341	110		ro			Bucharest	"3, Calea Vitan, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	89		89		OK	5545	ps	"RO DataPacket 10G - Bucharest"	ro	Bucharest	1	0	0	0	0	0	0	0						76542	76542	112551	5030	8	0	76		82.069	63.681	48126400	0	0	0	0	http	46200	46248																							48126400	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	581bc179-5f69-5fc8-badf-3a2b9440b13c	9304	171614	171614	
3519081511122784	"2024-06-13 17:58:39"	"2024-06-13 17:58:30"	speedUpload	android	1.11.0	3.15.0	aa245ce7-d298-32f1-88c1-2a16ef8cb97e	"Emil Vodafone"	"Samsung Galaxy S20 FE 5G"	samsung	SM-G781B	0			"Qualcomm Technologies, Inc KONA"	"ARM 0xd0d"	aarch64	0	8	0	5901627392	android	13	ro	Linux		4	213.233.108.217		"Vodafone Mobile RO"	"Vodafone Mobile RO"	mobile	Mobile	"Cellular network"	Vodafone			226	1	Vodafone		lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-78	-12	0		61										4	1	1|7000|4|lte|;;1400;309;;|;;;;;	lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-78	-12	0		61										4	1		lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-79	-12	0		58										4	1					gps	0	5	44.42382	26.12343	121.38146972656		ro			Bucharest	"3, Calea Vitan, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	gps	0	4	44.42384	26.12341	126.58715820312		ro			Bucharest	"3, Calea Vitan, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	50	1	50	1	OK	2773	ips	"MD Orange 10G - Chisinau"	md	Chișinau	1	0	0	0	0	0	0	0						24543	24543	28882	5015	8	0	79				15385988	0	0	0	0	http																									15385988	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	36ea4780-1d82-5bb3-a4f4-51ea599fdc1f	8372	171617	171617	
3519081501257525	"2024-06-13 17:58:34"	"2024-06-13 17:58:26"	speedDownload	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	3003137					10112		18	1		11731	1600		-73		-74	-14	8	9	63										4	1	1|7001|4|lte|;;1600;18;;|;;;;;	lteca	4	226	10	3003137					10112		18	1		11731	1600		-73		-74	-14	8	9	63										4	1		lteca	4	226	10	3003137					10112		18	1		11731	1600		-73		-74	-13	8	9	61										4	1					gps	0	5	44.42369	26.12341	110		ro			Bucharest	"3, Calea Vitan, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	gps	0	5	44.42369	26.12341	110		ro			Bucharest	"3, Calea Vitan, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	89		89		OK	5545	ps	"RO DataPacket 10G - Bucharest"	ro	Bucharest	1	101491	101491	124023	5032	8	0	64		0	86.259	4.395	63838320	0	0	0	0	0	0	0					0	0	0	0	http	36218	36290																							63838320	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	581bc179-5f69-5fc8-badf-3a2b9440b13c	9304	171614	171614	
3519081488615216	"2024-06-13 17:58:28"	"2024-06-13 17:58:20"	speedDownload	android	1.11.0	3.15.0	aa245ce7-d298-32f1-88c1-2a16ef8cb97e	"Emil Vodafone"	"Samsung Galaxy S20 FE 5G"	samsung	SM-G781B	0			"Qualcomm Technologies, Inc KONA"	"ARM 0xd0d"	aarch64	0	8	0	5901627392	android	13	ro	Linux		4	213.233.108.217		"Vodafone Mobile RO"	"Vodafone Mobile RO"	mobile	Mobile	"Cellular network"	Vodafone			226	1	Vodafone		lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-78	-12	0		56										4	1	1|7000|4|lte|;;1400;309;;|;;;;;	lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-78	-12	0		56										4	1		lteca	4	226	1	240765697					23224		309	1		940491	1400		-51		-79	-13	0		59										4	1					gps	0	5	44.42382	26.12343	121.38146972656		ro			Bucharest	"3, Calea Vitan, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	gps	0	5	44.42382	26.12343	121.38146972656		ro			Bucharest	"3, Calea Vitan, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	50	1	50	1	OK	2773	ips	"MD Orange 10G - Chisinau"	md	Chișinau	1	17508	17508	25121	5016	8	0	67					10977667	0	0	0	0	0	0	0					0	0	0	0	http																									10977667	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	36ea4780-1d82-5bb3-a4f4-51ea599fdc1f	8372	171617	171617	
3519081481779381	"2024-06-13 17:58:24"	"2024-06-13 17:57:55"	streaming	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	3003137					10112		18	1		11731	1600		-73		-72	-14	15	13	65										4	1	1|7001|4|lte|;;1600;18;;|;;;;;	lteca	4	226	10	3003137					10112		18	1		11731	1600		-73		-72	-14	15	13	65										4	1		lteca	4	226	10	3003137					10112		18	1		11731	1600		-73		-74	-13	6	9	62										4	1					gps	0	5	44.42369	26.12341	110		ro			Bucharest	"3, Calea Vitan, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	gps	0	5	44.42369	26.12341	110		ro			Bucharest	"3, Calea Vitan, Centrul Civic, Sector 3, Bucharest, 031072, Romania"	90		89																																																			360	OK	88.57	OK	11356	1257	0	457540	88.94	72etp8S3ojQ	1724144	KCXNT9	"Ancom 1"	14574	"Demo "							0			66dacec5-30d2-55a7-92c1-d173a8ed8f91	9304	171614	171614	
